timestamp,open,close,high,low,volume
1569654000000,8170.25,8207.3,8207.3,8170.25,1025.04414191
1569657600000,8198.09,8198.09,8198.09,8198.09,59.41975632
1569661200000,8182.66,8194.34,8198.13,8182.66,1678.37805436
1569664800000,8237.85,8185.09,8239.03,8182.66,1521.99918751
1569668400000,8146.93,8139.48,8154.23,8134.76,4545.80074107
1569672000000,8110.53,8094.68,8129.31,8086.03,3855.27866627
1569675600000,8050.59,8096.75,8100.33,8050.59,2163.0357916000003
1569679200000,8094.82,8070.48,8094.82,8070.48,30.35324544
1569682800000,8039.28,8072.48,8072.48,8020.0,3355.42985975
1569686400000,8073.42,8101.46,8125.14,8073.42,5842.21895918
1569690000000,8090.13,8118.34,8118.34,8090.13,1387.08105505
1569693600000,8142.53,8140.18,8172.78,8140.18,2145.5327276
1569697200000,8128.5,8132.8,8132.8,8103.46,1167.02082634
1569700800000,8173.0,8173.57,8173.57,8173.0,262.74140641
1569704400000,8140.61,8132.8,8140.61,8132.8,524.53714853
1569708000000,8132.8,8179.99,8320.51,8066.36,103556.17747190999
1569711600000,8161.25,8208.07,8208.07,8141.34,16041.59030079
1569715200000,8210.66,8180.23,8220.38,8176.16,2315.4148312
1569718800000,8170.04,8179.43,8179.43,8170.04,908.3597007399999
1569722400000,8176.38,8162.01,8176.38,8161.5,3067.61562843
1569726000000,8155.59,8137.61,8156.74,8137.61,11026.57567411
1569729600000,8127.02,8106.59,8142.89,8104.73,3175.5284715400003
1569733200000,8104.73,8128.98,8136.01,8104.73,1565.2500269299999
1569736800000,8122.98,8098.19,8122.98,8078.39,6356.80109767
1569740400000,8078.39,8085.11,8096.6,8053.4,4712.99259972
1569744000000,8115.49,8109.27,8115.49,8095.79,1191.51476654
1569747600000,8090.0,8090.35,8115.79,8078.05,5509.03610188
1569751200000,8104.01,8065.1,8104.01,8058.58,6312.57167486
1569754800000,8077.89,8080.12,8096.32,8050.0,19119.962917650002
1569758400000,8078.05,7973.49,8079.79,7916.9,62923.33013378
1569762000000,7985.83,7984.7,8017.46,7970.67,12203.45675332
1569765600000,7992.22,7978.63,8018.53,7978.63,2327.98904462
1569769200000,7971.73,7964.6,7987.28,7918.1,12449.27197834
1569772800000,7958.3,8025.0,8025.0,7932.38,72472.99523848
1569776400000,8025.0,7999.22,8030.22,7995.7,14833.566236229999
1569780000000,8013.38,7986.51,8020.76,7960.2,3469.82021767
1569783600000,7980.51,7934.12,7995.96,7934.12,5775.583646460001
1569787200000,7961.51,7997.02,8000.45,7961.51,44641.9915747
1569790800000,7997.02,8048.29,8083.57,7977.23,106362.0956866
1569794400000,8063.02,8078.07,8117.08,8057.5,70804.54388815
1569798000000,8074.66,8047.12,8086.38,8047.12,21447.18771343
1569801600000,8058.25,8016.19,8058.25,7985.13,24004.89233122
1569805200000,8015.45,8019.0,8021.42,7974.08,46361.77874857
1569808800000,8015.28,7984.98,8020.11,7972.94,44975.86109944
1569812400000,7984.35,7981.47,7987.37,7963.39,3461.95178304
1569816000000,7979.85,7811.6,7979.85,7750.0,105013.76683822
1569819600000,7817.49,7803.39,7855.81,7774.34,72970.49725835
1569823200000,7795.59,7751.8,7808.65,7744.23,50630.88450228
1569826800000,7759.86,7800.89,7816.74,7746.91,116192.67145457
1569830400000,7792.62,7874.09,7895.67,7784.38,84689.6460043
1569834000000,7864.49,8011.65,8018.41,7850.19,63800.15597658
1569837600000,8002.54,8045.87,8063.31,7995.92,37283.47733176
1569841200000,8018.6,8042.33,8090.61,8016.86,8227.24692204
1569844800000,8045.36,8002.26,8052.86,7986.0,5817.67478758
1569848400000,8010.02,8112.73,8151.62,8010.02,16731.40069504
1569852000000,8114.39,8216.03,8247.54,8095.72,45116.62883242
1569855600000,8217.96,8274.24,8293.5,8217.96,38248.48435013
1569859200000,8286.45,8261.74,8322.99,8237.95,32173.99060483
1569862800000,8261.53,8233.98,8264.24,8208.96,4895.63166569
1569866400000,8254.17,8258.95,8294.66,8254.17,17001.01997169
1569870000000,8261.35,8264.63,8264.64,8238.57,3387.18233445
1569873600000,8247.96,8210.34,8247.96,8177.83,26690.881650620002
1569877200000,8220.2,8239.8,8261.35,8175.78,17305.79305125
1569880800000,8227.56,8226.58,8268.83,8210.51,14923.345805070001
1569884400000,8239.74,8292.35,8292.35,8233.37,11940.203738
1569888000000,8281.4,8201.83,8281.4,8201.31,14274.78006027
1569891600000,8202.23,8272.99,8289.59,8180.16,16451.48513878
1569895200000,8272.99,8416.64,8419.06,8272.99,52337.84049878
1569898800000,8416.11,8409.83,8498.23,8409.83,29954.12514462
1569902400000,8405.5,8425.88,8465.03,8405.5,11260.8099336
1569906000000,8424.95,8412.66,8439.56,8403.78,2920.59757188
1569909600000,8406.55,8387.15,8413.16,8351.94,10939.03069994
1569913200000,8371.46,8417.16,8417.16,8352.76,6706.7639071
1569916800000,8407.83,8373.91,8410.35,8348.78,4645.64454619
1569920400000,8375.61,8328.32,8376.8,8305.2,9097.93329897
1569924000000,8321.23,8308.46,8358.26,8308.46,3560.63962521
1569927600000,8300.69,8354.62,8354.62,8300.69,3787.4737653399998
1569931200000,8371.17,8322.03,8410.03,8300.01,15959.85278468
1569934800000,8305.19,8336.4,8371.18,8277.57,24950.97238131
1569938400000,8349.17,8328.71,8357.79,8316.76,19329.50039558
1569942000000,8326.19,8363.25,8366.1,8306.68,6681.04926797
1569945600000,8352.2,8426.33,8460.11,8325.65,25167.03881958
1569949200000,8428.93,8269.97,8492.71,8254.01,82510.03166491
1569952800000,8269.97,8299.7,8321.71,8261.21,13885.41292235
1569956400000,8270.37,8298.53,8298.53,8240.53,12109.458011390001
1569960000000,8304.18,8360.62,8388.39,8275.83,17366.08916302
1569963600000,8365.38,8298.35,8389.85,8291.55,10965.05056127
1569967200000,8283.12,8329.82,8342.05,8276.03,4777.45924539
1569970800000,8332.59,8295.63,8362.39,8275.35,16931.08018325
1569974400000,8305.0,8291.61,8323.75,8269.99,3468.50348794
1569978000000,8283.39,8282.09,8326.33,8280.6,6130.16782141
1569981600000,8278.06,8248.04,8300.02,8245.62,6924.5242925600005
1569985200000,8248.26,8255.55,8259.52,8213.34,29248.79696594
1569988800000,8243.41,8214.57,8256.75,8190.38,3731.59037814
1569992400000,8211.13,8158.34,8219.69,8154.37,29261.91732534
1569996000000,8170.92,8204.5,8216.79,8170.92,11565.01203639
1569999600000,8211.61,8207.86,8236.8,8206.92,8188.7487688500005
1570003200000,8204.42,8237.39,8269.76,8204.42,1485.26378626
1570006800000,8237.39,8233.85,8261.14,8220.99,10856.93564108
1570010400000,8232.35,8255.28,8255.28,8212.3,4567.92048567
1570014000000,8244.26,8267.98,8286.14,8227.9,5229.49819949
1570017600000,8279.03,8211.25,8294.63,8211.25,7327.31201016
1570021200000,8222.06,8213.12,8244.49,8207.9,16224.8648248
1570024800000,8218.98,8244.13,8247.14,8199.56,6097.61987982
1570028400000,8233.74,8231.49,8246.86,8213.02,8584.39672527
1570032000000,8222.71,8213.35,8262.83,8213.35,11583.30193182
1570035600000,8216.99,8235.0,8235.0,8186.57,14476.88288272
1570039200000,8233.49,8229.32,8258.48,8220.29,16604.03198546
1570042800000,8226.15,8257.68,8260.73,8222.17,7709.22939686
1570046400000,8268.71,8225.52,8268.71,8218.12,4117.31003565
1570050000000,8223.86,8253.29,8253.29,8223.86,7995.4603428
1570053600000,8256.89,8263.26,8277.05,8233.74,4775.79598273
1570057200000,8279.29,8363.74,8367.97,8279.29,36025.64420391
1570060800000,8369.31,8323.23,8386.65,8319.29,18231.05150977
1570064400000,8335.98,8324.06,8340.38,8318.85,2815.3046769400003
1570068000000,8328.97,8340.65,8341.39,8328.97,1065.66661239
1570071600000,8342.92,8324.7,8343.72,8324.69,2436.45343168
1570075200000,8332.51,8333.31,8366.76,8331.77,2355.23127003
1570078800000,8331.15,8296.87,8341.51,8294.03,8381.96987667
1570082400000,8289.64,8268.8,8300.9,8268.8,13414.93260811
1570086000000,8268.03,8261.81,8273.97,8245.88,15531.17384793
1570089600000,8256.69,8277.83,8285.61,8243.05,4001.2072812799997
1570093200000,8290.11,8268.18,8290.11,8253.21,5739.54170803
1570096800000,8270.68,8212.27,8270.68,8196.97,11808.53130331
1570100400000,8204.96,8224.04,8227.73,8204.96,6541.32471316
1570104000000,8230.32,8231.2,8244.52,8230.32,1721.9218824499999
1570107600000,8221.86,8217.14,8236.63,8208.73,11233.46847765
1570111200000,8217.14,8095.75,8217.14,8078.48,33196.92718486
1570114800000,8095.65,8134.42,8134.42,8095.58,2565.37258719
1570118400000,8107.69,8180.64,8207.69,8105.24,25923.50661338
1570122000000,8174.02,8147.67,8174.14,8124.98,6169.22810506
1570125600000,8147.09,8135.44,8147.09,8133.24,3303.44577683
1570129200000,8135.48,8150.35,8157.02,8094.61,55985.6530441
1570132800000,8160.7,8139.74,8170.14,8126.53,8214.46793854
1570136400000,8139.37,8170.88,8193.57,8125.9,20268.04698573
1570140000000,8164.81,8189.73,8198.32,8152.08,6724.18227326
1570143600000,8202.15,8222.19,8274.09,8202.15,65967.70694665
1570147200000,8227.57,8091.69,8232.85,8089.03,39816.50748341
1570150800000,8102.41,8106.91,8125.65,8049.96,39654.53769314
1570154400000,8115.89,8095.06,8130.9,8095.06,10300.761825919999
1570158000000,8084.11,8110.48,8117.32,8077.48,6796.800512
1570161600000,8095.95,8064.64,8101.89,8059.95,23632.06930078
1570165200000,8061.88,8094.15,8104.03,8005.25,19889.66276004
1570168800000,8097.91,8109.66,8119.45,8095.83,22754.11154734
1570172400000,8111.98,8143.13,8145.61,8102.99,7000.36412981
1570176000000,8126.66,8090.75,8126.66,8086.87,16045.20002851
1570179600000,8093.79,8121.4,8121.4,8093.79,3656.1276476599996
1570183200000,8132.12,8132.48,8170.83,8127.83,6265.61050099
1570186800000,8135.58,8153.37,8170.28,8121.31,9286.3734957
1570190400000,8162.29,8134.85,8162.29,8127.51,3402.73956375
1570194000000,8135.17,8169.96,8178.51,8131.07,6791.91315094
1570197600000,8179.76,8159.0,8179.97,8142.68,7822.06069946
1570201200000,8168.38,8146.52,8168.38,8125.84,5622.01109105
1570204800000,8129.28,8185.49,8203.09,8129.28,25395.71027371
1570208400000,8176.25,8174.61,8176.25,8147.52,11113.41324355
1570212000000,8177.51,8168.7,8189.03,8162.46,14981.74001951
1570215600000,8186.04,8186.76,8193.54,8173.97,9598.76974667
1570219200000,8186.73,8149.56,8211.79,8149.56,9531.80728361
1570222800000,8143.39,8161.01,8161.01,8131.92,5533.89782239
1570226400000,8171.17,8161.55,8198.41,8145.88,8750.54493575
1570230000000,8148.5,8144.09,8158.24,8136.1,6361.44568556
1570233600000,8134.38,8127.62,8134.38,8101.09,10727.78142849
1570237200000,8115.86,8111.19,8129.99,8106.93,44978.33527291
1570240800000,8106.13,8121.64,8129.14,8106.13,4243.07783238
1570244400000,8130.31,8138.69,8142.74,8128.4,4305.11752242
1570248000000,8141.37,8127.51,8143.12,8124.6,2397.99253579
1570251600000,8124.31,8116.41,8128.4,8111.72,17191.14685125
1570255200000,8116.38,8130.94,8133.32,8106.13,6369.74095406
1570258800000,8125.45,8113.19,8125.45,8103.67,4509.96442983
1570262400000,8100.98,8091.15,8107.56,8075.59,7894.34192089
1570266000000,8088.9,8082.86,8100.68,8079.07,1090.65486955
1570269600000,8078.9,8093.74,8102.91,8073.01,2519.42521332
1570273200000,8092.54,8092.68,8098.48,8080.28,2373.70359699
1570276800000,8079.25,8070.86,8084.63,8053.11,7601.024159359999
1570280400000,8067.1,8058.2,8067.1,8015.49,18776.882951390002
1570284000000,8077.8,8034.92,8077.8,8034.92,13981.95604832
1570287600000,8050.84,8089.92,8089.92,8031.0,5429.0034789
1570291200000,8078.62,8068.89,8095.68,8048.36,9822.59048307
1570294800000,8071.06,8038.26,8071.09,8035.67,5427.62933071
1570298400000,8048.99,8061.43,8081.78,8048.99,5127.44162157
1570302000000,8059.24,8074.1,8091.72,8059.24,3675.55069908
1570305600000,8066.07,8087.05,8109.08,8065.74,4834.31861473
1570309200000,8084.78,8143.46,8179.58,8084.78,13326.7620529
1570312800000,8141.12,8129.68,8172.36,8123.35,6547.91908124
1570316400000,8132.3,8128.65,8132.3,8111.2,2671.0003240300002
1570320000000,8128.65,8131.2,8148.88,8120.42,16845.40346854
1570323600000,8134.95,8060.34,8141.26,8057.09,16191.48710008
1570327200000,8057.4,8057.01,8065.26,8023.49,11483.13799671
1570330800000,8053.37,8038.36,8062.38,8038.36,18130.74376219
1570334400000,8038.52,8071.65,8071.65,8038.52,2604.86080876
1570338000000,8071.11,8039.75,8071.11,8037.73,2451.92950793
1570341600000,8048.17,7961.74,8058.22,7930.0,33716.89076756
1570345200000,7949.67,7959.51,7970.0,7949.11,15466.539977890001
1570348800000,7960.39,7876.54,7963.18,7876.54,16386.87394043
1570352400000,7879.89,7925.65,7928.87,7879.89,11763.58122633
1570356000000,7932.78,7906.77,7939.43,7899.42,7701.042242109999
1570359600000,7899.99,7943.53,7957.1,7896.3,5859.0173249399995
1570363200000,7942.06,7937.75,7961.53,7932.82,3167.68177442
1570366800000,7932.81,7896.38,7933.16,7890.99,9462.91022683
1570370400000,7906.6,7919.32,7919.32,7870.38,15285.53773454
1570374000000,7907.17,8008.65,8041.3,7907.15,203021.6472615
1570377600000,8008.13,7986.97,8022.95,7962.21,19327.33870076
1570381200000,7982.97,7974.21,8010.02,7974.21,10843.72601364
1570384800000,7969.84,7838.93,7986.66,7801.0,55656.30251543
1570388400000,7838.93,7888.92,7898.57,7820.4,22266.71919894
1570392000000,7890.02,7891.34,7916.59,7865.43,26020.32255109
1570395600000,7891.39,7919.03,7919.03,7872.08,11212.74908918
1570399200000,7916.71,7854.15,7916.71,7845.73,19182.66629029
1570402800000,7851.18,7866.87,7869.54,7806.7,45486.34921833
1570406400000,7860.25,7807.51,7860.25,7772.14,54814.71020407
1570410000000,7814.12,7814.07,7822.84,7779.39,18428.70263638
1570413600000,7817.85,7820.78,7839.23,7806.35,12637.7780284
1570417200000,7826.92,7861.44,7900.16,7820.5,26390.2000387
1570420800000,7863.82,7836.3,7885.52,7832.29,19032.102520970002
1570424400000,7837.32,7835.49,7840.51,7812.35,17963.92221904
1570428000000,7843.79,7824.78,7845.93,7805.63,6171.33865526
1570431600000,7829.78,7864.11,7874.87,7829.78,4787.92018808
1570435200000,7867.46,7879.64,7928.95,7867.46,13539.40023344
1570438800000,7878.55,7917.0,7935.0,7875.27,4658.68889237
1570442400000,7938.16,7995.59,8052.47,7938.16,18633.12719667
1570446000000,8001.3,7994.24,8027.24,7993.85,26463.87187712
1570449600000,7987.84,8103.73,8135.17,7987.84,31067.414047809998
1570453200000,8125.09,8149.16,8183.28,8122.95,41285.22164004
1570456800000,8147.15,8153.62,8160.01,8112.81,15186.96111939
1570460400000,8163.03,8170.8,8213.9,8145.22,90133.77048852
1570464000000,8175.0,8246.57,8246.57,8147.7,52115.13835693
1570467600000,8235.91,8273.09,8273.09,8220.02,36056.92496257
1570471200000,8265.79,8233.52,8289.0,8219.37,28283.897752509998
1570474800000,8237.71,8214.86,8242.6,8210.45,32082.613375549998
1570478400000,8212.22,8187.64,8237.62,8184.55,40742.16196202
1570482000000,8206.13,8190.31,8214.95,8180.64,9817.41833712
1570485600000,8193.06,8235.36,8235.36,8193.06,21644.0402135
1570489200000,8235.44,8191.94,8251.13,8190.99,14907.80950183
1570492800000,8205.09,8227.41,8227.41,8195.87,20381.02374149
1570496400000,8226.57,8274.13,8282.17,8218.54,17327.21883026
1570500000000,8272.37,8265.5,8322.42,8259.69,66861.55567277
1570503600000,8263.7,8261.09,8276.14,8242.58,22086.32069751
1570507200000,8261.09,8226.81,8278.9,8226.62,12959.78710446
1570510800000,8226.81,8243.38,8251.61,8208.23,13046.31172865
1570514400000,8251.42,8236.14,8253.93,8225.05,8502.33154957
1570518000000,8229.66,8201.96,8229.66,8201.96,2818.27510358
1570521600000,8200.83,8164.59,8201.59,8141.16,19678.99235336
1570525200000,8166.38,8166.06,8173.95,8138.87,4116.31763597
1570528800000,8170.09,8162.39,8203.73,8158.05,7496.27247439
1570532400000,8162.99,8177.93,8196.96,8157.61,5445.89045979
1570536000000,8176.72,8221.73,8221.73,8137.76,8152.53221321
1570539600000,8227.94,8201.48,8239.25,8199.58,7563.23717495
1570543200000,8196.62,8192.84,8196.62,8160.08,5914.85914183
1570546800000,8197.56,8181.75,8218.25,8178.78,5959.0997083
1570550400000,8178.78,8177.31,8205.5,8159.98,9789.56427761
1570554000000,8167.07,8171.54,8180.19,8160.62,9068.42055965
1570557600000,8179.47,8185.63,8188.82,8161.41,5918.89391673
1570561200000,8185.75,8166.27,8198.05,8162.07,15383.28922927
1570564800000,8161.68,8129.99,8183.59,8110.4,18552.95114451
1570568400000,8130.0,8162.87,8163.72,8130.0,4858.59013862
1570572000000,8166.69,8195.22,8211.39,8159.72,17394.87188095
1570575600000,8194.36,8180.7,8206.9,8169.29,12226.904996449999
1570579200000,8178.47,8181.42,8201.89,8155.49,12056.35593177
1570582800000,8184.74,8168.63,8184.74,8166.88,3394.34535361
1570586400000,8165.31,8158.49,8165.31,8129.87,6680.91985039
1570590000000,8159.62,8120.44,8163.56,8120.44,15594.769557799998
1570593600000,8125.71,8132.06,8139.2,8118.67,9952.43075105
1570597200000,8127.81,8147.69,8162.36,8125.38,9766.81093935
1570600800000,8146.01,8146.16,8159.78,8134.93,5785.07708012
1570604400000,8152.07,8174.68,8182.0,8151.55,4686.0020152
1570608000000,8174.65,8186.93,8186.93,8159.5,4449.33484068
1570611600000,8189.24,8188.38,8215.02,8177.4,4929.8433181499995
1570615200000,8198.25,8209.63,8232.92,8198.25,7685.397979060001
1570618800000,8205.34,8187.41,8205.34,8171.48,14075.61993749
1570622400000,8186.89,8165.19,8186.91,8160.2,3924.17378496
1570626000000,8175.25,8239.34,8239.34,8175.25,10955.95401261
1570629600000,8240.73,8434.88,8445.0,8240.73,314188.64552581
1570633200000,8438.55,8549.5,8650.74,8435.31,211464.22770647
1570636800000,8552.28,8572.29,8629.27,8506.52,77588.08765875
1570640400000,8579.3,8617.67,8627.98,8561.85,23375.60311301
1570644000000,8627.67,8591.08,8662.01,8586.56,17801.46037713
1570647600000,8591.39,8577.04,8595.29,8561.11,4924.8967283
1570651200000,8584.14,8564.54,8611.46,8564.54,3880.74880136
1570654800000,8568.49,8544.54,8590.63,8524.97,14834.7281297
1570658400000,8543.62,8564.44,8607.3,8543.62,19842.49150017
1570662000000,8559.11,8570.8,8595.43,8559.11,11477.13769767
1570665600000,8565.75,8554.45,8592.67,8552.67,14167.37367621
1570669200000,8554.88,8543.0,8561.96,8535.58,10447.8350402
1570672800000,8543.0,8540.02,8543.01,8517.02,12568.30494024
1570676400000,8542.68,8546.58,8575.68,8531.95,10753.32028141
1570680000000,8553.14,8565.26,8585.2,8552.03,4534.6857554200005
1570683600000,8569.73,8550.03,8571.48,8546.92,6322.32405507
1570687200000,8550.86,8591.49,8600.03,8546.88,16010.79903661
1570690800000,8579.51,8606.92,8640.58,8574.76,12210.36510872
1570694400000,8613.29,8556.42,8614.45,8544.3,16458.15694713
1570698000000,8560.13,8518.86,8560.13,8497.11,24423.27060036
1570701600000,8510.48,8505.8,8519.53,8483.83,11420.04140871
1570705200000,8514.63,8528.77,8529.76,8501.16,9592.75776242
1570708800000,8531.53,8470.55,8531.53,8439.36,29812.02873938
1570712400000,8453.37,8490.48,8490.48,8443.35,11679.20608824
1570716000000,8485.52,8490.02,8502.16,8467.44,6926.74747381
1570719600000,8479.97,8541.37,8544.64,8473.72,8111.86035359
1570723200000,8541.8,8521.6,8569.88,8518.58,11215.16375023
1570726800000,8524.03,8499.35,8540.32,8499.34,5191.30976922
1570730400000,8499.35,8524.08,8531.34,8497.13,10753.49176116
1570734000000,8520.94,8551.36,8551.36,8520.94,3629.05557552
1570737600000,8553.84,8555.44,8577.94,8539.45,18415.11802581
1570741200000,8558.14,8536.13,8583.99,8526.19,9525.4260557
1570744800000,8546.64,8564.78,8568.12,8534.15,2491.45018165
1570748400000,8562.02,8559.93,8566.69,8536.07,13178.60103966
1570752000000,8560.99,8504.76,8566.14,8494.17,22794.7009432
1570755600000,8502.39,8526.38,8526.38,8480.6,15177.68186553
1570759200000,8526.37,8519.95,8527.81,8507.76,18400.55370762
